Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber,GameType(Optional)
genesis 5,hbox,plup,JigglyPuff_Green,NA,Fox_Green,NA,Battlefield,P3:Fox_Green,5,GF2
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
1575,133,NA,5,NA,3,NA,3,NA,NA
1576,133,NA,5,NA,3,NA,3,NA,NA
1577,133,NA,5,NA,3,NA,3,NA,NA
1578,133,NA,5,NA,3,NA,3,NA,NA
1579,133,NA,5,NA,3,NA,3,NA,NA
1580,133,NA,5,NA,3,NA,3,NA,NA
1581,133,NA,5,NA,3,NA,3,NA,NA
1582,133,NA,5,NA,3,NA,3,NA,NA
1583,133,NA,5,NA,3,NA,3,NA,NA
1584,133,NA,5,NA,3,NA,3,NA,NA
1585,133,NA,5,NA,3,NA,3,NA,NA
1586,133,NA,5,NA,3,NA,3,NA,NA
1587,133,NA,5,NA,3,NA,3,NA,NA
1588,133,NA,5,NA,3,NA,3,NA,NA
1589,133,NA,5,NA,3,NA,3,NA,NA
1590,133,NA,5,NA,3,NA,3,NA,NA
1591,145,NA,5,NA,3,NA,3,NA,NA
1592,145,NA,5,NA,3,NA,3,NA,NA
1593,145,NA,5,NA,3,NA,3,NA,NA
1594,145,NA,5,NA,3,NA,3,NA,NA
1595,145,NA,5,NA,3,NA,3,NA,NA
1596,145,NA,5,NA,3,NA,3,NA,NA
1597,145,NA,5,NA,3,NA,3,NA,NA
1598,145,NA,5,NA,3,NA,3,NA,NA
1599,145,NA,5,NA,3,NA,3,NA,NA
1600,145,NA,5,NA,3,NA,3,NA,NA
1601,145,NA,5,NA,3,NA,3,NA,NA
1602,145,NA,5,NA,3,NA,3,NA,NA
1603,145,NA,5,NA,3,NA,3,NA,NA
1604,145,NA,5,NA,3,NA,3,NA,NA
1605,145,NA,5,NA,3,NA,3,NA,NA
1606,145,NA,5,NA,3,NA,3,NA,NA
1607,145,NA,5,NA,3,NA,3,NA,NA
1608,145,NA,5,NA,3,NA,3,NA,NA
1609,145,NA,5,NA,3,NA,3,NA,NA
1610,145,NA,5,NA,3,NA,3,NA,NA
1611,145,NA,5,NA,3,NA,3,NA,NA
1612,145,NA,5,NA,3,NA,3,NA,NA
1613,145,NA,5,NA,3,NA,3,NA,NA
1614,145,NA,5,NA,3,NA,3,NA,NA
1615,145,NA,5,NA,3,NA,3,NA,NA
1616,145,NA,5,NA,3,NA,3,NA,NA
1617,145,NA,5,NA,3,NA,3,NA,NA
1618,145,NA,5,NA,3,NA,3,NA,NA
1619,145,NA,5,NA,3,NA,3,NA,NA
1620,145,NA,5,NA,3,NA,3,NA,NA
1621,145,NA,5,NA,3,NA,3,NA,NA
1622,145,NA,5,NA,3,NA,3,NA,NA
1623,145,NA,5,NA,3,NA,3,NA,NA
1624,145,NA,5,NA,3,NA,3,NA,NA
1625,145,NA,5,NA,3,NA,3,NA,NA
1626,145,NA,5,NA,3,NA,3,NA,NA
1627,145,NA,5,NA,3,NA,3,NA,NA
1628,145,NA,5,NA,3,NA,3,NA,NA
1629,145,NA,5,NA,3,NA,3,NA,NA
1630,145,NA,5,NA,3,NA,3,NA,NA
1631,145,NA,5,NA,3,NA,3,NA,NA
1632,145,NA,5,NA,3,NA,3,NA,NA
1633,145,NA,5,NA,3,NA,3,NA,NA
1634,145,NA,5,NA,3,NA,3,NA,NA
1635,145,NA,5,NA,3,NA,3,NA,NA
1636,145,NA,5,NA,3,NA,3,NA,NA
1637,145,NA,5,NA,3,NA,3,NA,NA
1638,145,NA,5,NA,3,NA,3,NA,NA
1639,145,NA,5,NA,3,NA,3,NA,NA
1640,145,NA,5,NA,3,NA,3,NA,NA
1641,145,NA,5,NA,3,NA,3,NA,NA
1642,145,NA,5,NA,3,NA,3,NA,NA
1643,145,NA,5,NA,3,NA,3,NA,NA
1644,145,NA,5,NA,3,NA,3,NA,NA
1645,146,NA,5,NA,3,NA,3,NA,NA
1646,146,NA,5,NA,3,NA,3,NA,NA
1647,146,NA,5,NA,3,NA,3,NA,NA
1648,146,NA,5,NA,3,NA,3,NA,NA
1649,146,NA,5,NA,3,NA,3,NA,NA
1650,146,NA,5,NA,3,NA,3,NA,NA
1651,146,NA,5,NA,3,NA,3,NA,NA
1652,146,NA,5,NA,3,NA,3,NA,NA
1653,146,NA,5,NA,3,NA,3,NA,NA
1654,146,NA,5,NA,3,NA,3,NA,NA
1655,146,NA,5,NA,3,NA,3,NA,NA
1656,146,NA,5,NA,3,NA,3,NA,NA
1657,146,NA,5,NA,3,NA,3,NA,NA
1658,146,NA,5,NA,3,NA,3,NA,NA
1659,146,NA,5,NA,3,NA,3,NA,NA
1660,146,NA,5,NA,3,NA,3,NA,NA
1661,146,NA,5,NA,3,NA,3,NA,NA
1662,146,NA,5,NA,3,NA,3,NA,NA
1663,146,NA,5,NA,3,NA,3,NA,NA
1664,146,NA,5,NA,3,NA,3,NA,NA
1665,146,NA,5,NA,3,NA,3,NA,NA
1666,146,NA,5,NA,3,NA,3,NA,NA
1667,146,NA,5,NA,3,NA,3,NA,NA
1668,146,NA,5,NA,3,NA,3,NA,NA
1669,146,NA,5,NA,3,NA,3,NA,NA
1670,146,NA,5,NA,3,NA,3,NA,NA
1671,146,NA,5,NA,3,NA,3,NA,NA
1672,149,NA,5,NA,3,NA,3,NA,NA
1673,149,NA,5,NA,3,NA,3,NA,NA
1674,149,NA,5,NA,3,NA,3,NA,NA
1675,149,NA,5,NA,3,NA,3,NA,NA
1676,149,NA,5,NA,3,NA,3,NA,NA
1677,149,NA,5,NA,3,NA,3,NA,NA
1678,149,NA,5,NA,3,NA,3,NA,NA
1679,149,NA,5,NA,3,NA,3,NA,NA
1680,149,NA,5,NA,3,NA,3,NA,NA
1681,149,NA,5,NA,3,NA,3,NA,NA
1682,149,NA,5,NA,3,NA,3,NA,NA
1683,149,NA,5,NA,3,NA,3,NA,NA
1684,149,NA,5,NA,3,NA,3,NA,NA
1685,149,NA,5,NA,3,NA,3,NA,NA
1686,149,NA,5,NA,3,NA,3,NA,NA
1687,149,NA,5,NA,3,NA,3,NA,NA
1688,149,NA,5,NA,3,NA,3,NA,NA
1689,149,NA,5,NA,3,NA,3,NA,NA
1690,149,NA,5,NA,3,NA,3,NA,NA
1691,149,NA,5,NA,3,NA,3,NA,NA
1692,149,NA,5,NA,3,NA,3,NA,NA
1693,149,NA,5,NA,3,NA,3,NA,NA
1694,149,NA,5,NA,3,NA,3,NA,NA
1695,149,NA,5,NA,3,NA,3,NA,NA
1696,149,NA,5,NA,3,NA,3,NA,NA
1697,149,NA,5,NA,3,NA,3,NA,NA
1698,149,NA,5,NA,3,NA,3,NA,NA
1699,149,NA,5,NA,3,NA,3,NA,NA
1700,149,NA,5,NA,3,NA,3,NA,NA
1701,149,NA,5,NA,3,NA,3,NA,NA
1702,149,NA,5,NA,3,NA,3,NA,NA
1703,149,NA,5,NA,3,NA,3,NA,NA
1704,149,NA,5,NA,3,NA,3,NA,NA
1705,149,NA,5,NA,3,NA,3,NA,NA
1706,149,NA,5,NA,3,NA,3,NA,NA
1707,149,NA,5,NA,3,NA,3,NA,NA
1708,149,NA,5,NA,3,NA,3,NA,NA
1709,149,NA,5,NA,3,NA,3,NA,NA
1710,149,NA,5,NA,3,NA,3,NA,NA
1711,149,NA,5,NA,3,NA,3,NA,NA
1712,149,NA,5,NA,3,NA,3,NA,NA
1713,149,NA,5,NA,3,NA,3,NA,NA
1714,149,NA,5,NA,3,NA,3,NA,NA
1715,149,NA,5,NA,3,NA,3,NA,NA
1716,149,NA,5,NA,3,NA,3,NA,NA
1717,149,NA,5,NA,3,NA,3,NA,NA
1718,149,NA,5,NA,3,NA,3,NA,NA
1719,149,NA,5,NA,3,NA,3,NA,NA
1720,149,NA,5,NA,3,NA,3,NA,NA
1721,149,NA,5,NA,3,NA,3,NA,NA
1722,149,NA,5,NA,3,NA,3,NA,NA
1723,149,NA,5,NA,3,NA,3,NA,NA
1724,149,NA,5,NA,3,NA,3,NA,NA
1725,149,NA,5,NA,3,NA,3,NA,NA
1726,149,NA,5,NA,3,NA,3,NA,NA
1727,149,NA,5,NA,3,NA,3,NA,NA
1728,149,NA,5,NA,3,NA,3,NA,NA
1729,149,NA,5,NA,3,NA,3,NA,NA
1730,149,NA,5,NA,3,NA,3,NA,NA
1731,149,NA,5,NA,3,NA,3,NA,NA
1732,149,NA,5,NA,3,NA,3,NA,NA
1733,149,NA,5,NA,3,NA,3,NA,NA
1734,149,NA,5,NA,3,NA,3,NA,NA
1735,149,NA,5,NA,3,NA,3,NA,NA
1736,149,NA,5,NA,3,NA,3,NA,NA
1737,149,NA,5,NA,3,NA,3,NA,NA
1738,149,NA,5,NA,3,NA,3,NA,NA
1739,149,NA,5,NA,3,NA,3,NA,NA
1740,149,NA,5,NA,3,NA,3,NA,NA
1741,149,NA,5,NA,3,NA,3,NA,NA
1742,149,NA,5,NA,3,NA,3,NA,NA
1743,149,NA,5,NA,3,NA,3,NA,NA
1744,149,NA,5,NA,3,NA,3,NA,NA
1745,149,NA,5,NA,3,NA,3,NA,NA
1746,149,NA,5,NA,3,NA,3,NA,NA
1747,149,NA,5,NA,3,NA,3,NA,NA
1748,149,NA,5,NA,3,NA,3,NA,NA
1749,149,NA,5,NA,3,NA,3,NA,NA
1750,149,NA,5,NA,3,NA,3,NA,NA
1751,149,NA,5,NA,3,NA,3,NA,NA
1752,149,NA,5,NA,3,NA,3,NA,NA
1753,149,NA,5,NA,3,NA,3,NA,NA
1754,149,NA,5,NA,3,NA,3,NA,NA
1755,149,NA,5,NA,3,NA,3,NA,NA
1756,149,NA,5,NA,3,NA,3,NA,NA
1757,149,NA,5,NA,3,NA,3,NA,NA
1758,149,NA,5,NA,3,NA,3,NA,NA
1759,149,NA,5,NA,3,NA,3,NA,NA
1760,149,NA,5,NA,3,NA,3,NA,NA
1761,149,NA,5,NA,3,NA,3,NA,NA
1762,149,NA,5,NA,3,NA,3,NA,NA
1763,149,NA,5,NA,3,NA,3,NA,NA
1764,149,NA,5,NA,3,NA,3,NA,NA
1765,149,NA,5,NA,3,NA,3,NA,NA
1766,149,NA,5,NA,3,NA,3,NA,NA
1767,149,NA,5,NA,3,NA,3,NA,NA
1768,149,NA,5,NA,3,NA,3,NA,NA
1769,149,NA,5,NA,3,NA,3,NA,NA
1770,149,NA,5,NA,3,NA,3,NA,NA
1771,149,NA,5,NA,3,NA,3,NA,NA
1772,149,NA,5,NA,3,NA,3,NA,NA
1773,149,NA,5,NA,3,NA,3,NA,NA
1774,149,NA,5,NA,3,NA,3,NA,NA
1775,149,NA,5,NA,3,NA,3,NA,NA
1776,149,NA,5,NA,3,NA,3,NA,NA
1777,149,NA,5,NA,3,NA,3,NA,NA
1778,149,NA,5,NA,3,NA,3,NA,NA
1779,149,NA,5,NA,3,NA,3,NA,NA
1780,149,NA,5,NA,3,NA,3,NA,NA
1781,149,NA,5,NA,3,NA,3,NA,NA
1782,149,NA,5,NA,3,NA,3,NA,NA
1783,149,NA,5,NA,3,NA,3,NA,NA
1784,149,NA,5,NA,3,NA,3,NA,NA
1785,149,NA,5,NA,3,NA,3,NA,NA
1786,149,NA,5,NA,3,NA,3,NA,NA
1787,149,NA,5,NA,3,NA,3,NA,NA
1788,149,NA,5,NA,3,NA,3,NA,NA
1789,149,NA,5,NA,3,NA,3,NA,NA
1790,149,NA,5,NA,3,NA,3,NA,NA
1791,149,NA,5,NA,3,NA,3,NA,NA
1792,149,NA,5,NA,3,NA,3,NA,NA
1793,149,NA,5,NA,3,NA,3,NA,NA
1794,149,NA,5,NA,3,NA,3,NA,NA
1795,149,NA,5,NA,3,NA,3,NA,NA
1796,149,NA,5,NA,3,NA,3,NA,NA
1797,149,NA,5,NA,3,NA,3,NA,NA
1798,149,NA,5,NA,3,NA,3,NA,NA
1799,149,NA,5,NA,3,NA,3,NA,NA
1800,149,NA,5,NA,3,NA,3,NA,NA
1801,149,NA,5,NA,3,NA,3,NA,NA
1802,149,NA,5,NA,3,NA,3,NA,NA
1803,149,NA,5,NA,3,NA,3,NA,NA
1804,149,NA,5,NA,3,NA,3,NA,NA
1805,149,NA,5,NA,3,NA,3,NA,NA
1806,149,NA,5,NA,3,NA,3,NA,NA
1807,149,NA,5,NA,3,NA,3,NA,NA
1808,149,NA,5,NA,3,NA,3,NA,NA
1809,149,NA,5,NA,3,NA,3,NA,NA
1810,149,NA,5,NA,3,NA,3,NA,NA
1811,149,NA,5,NA,3,NA,3,NA,NA
1812,149,NA,5,NA,3,NA,3,NA,NA
1813,149,NA,5,NA,3,NA,3,NA,NA
1814,149,NA,5,NA,3,NA,3,NA,NA
1815,149,NA,5,NA,3,NA,3,NA,NA
1816,149,NA,5,NA,3,NA,3,NA,NA
1817,149,NA,5,NA,3,NA,3,NA,NA
1818,149,NA,5,NA,3,NA,3,NA,NA
1819,149,NA,5,NA,3,NA,3,NA,NA
1820,149,NA,5,NA,3,NA,3,NA,NA
1821,149,NA,5,NA,3,NA,3,NA,NA
1822,149,NA,5,NA,3,NA,3,NA,NA
1823,149,NA,5,NA,3,NA,3,NA,NA
1824,149,NA,5,NA,3,NA,3,NA,NA
1825,149,NA,5,NA,3,NA,3,NA,NA
1826,152,NA,5,NA,3,NA,3,NA,NA
1827,152,NA,5,NA,3,NA,3,NA,NA
1828,152,NA,5,NA,3,NA,3,NA,NA
1829,152,NA,5,NA,3,NA,3,NA,NA
1830,152,NA,5,NA,3,NA,3,NA,NA
1831,152,NA,5,NA,3,NA,3,NA,NA
1832,152,NA,5,NA,3,NA,3,NA,NA
1833,152,NA,5,NA,3,NA,3,NA,NA
1834,152,NA,5,NA,3,NA,3,NA,NA
1835,152,NA,5,NA,3,NA,3,NA,NA
1836,152,NA,5,NA,3,NA,3,NA,NA
1837,152,NA,5,NA,3,NA,3,NA,NA
1838,152,NA,5,NA,3,NA,3,NA,NA
1839,152,NA,5,NA,3,NA,3,NA,NA
1840,152,NA,5,NA,3,NA,3,NA,NA
1841,152,NA,5,NA,3,NA,3,NA,NA
1842,152,NA,5,NA,3,NA,3,NA,NA
1843,152,NA,14,NA,3,NA,3,NA,NA
1844,152,NA,14,NA,3,NA,3,NA,NA
1845,152,NA,14,NA,3,NA,3,NA,NA
1846,152,NA,14,NA,3,NA,3,NA,NA
1847,152,NA,14,NA,3,NA,3,NA,NA
1848,152,NA,14,NA,3,NA,3,NA,NA
1849,152,NA,14,NA,3,NA,3,NA,NA
1850,152,NA,14,NA,3,NA,3,NA,NA
1851,152,NA,14,NA,3,NA,3,NA,NA
1852,152,NA,14,NA,3,NA,3,NA,NA
1853,152,NA,14,NA,3,NA,3,NA,NA
1854,152,NA,14,NA,3,NA,3,NA,NA
1855,152,NA,14,NA,3,NA,3,NA,NA
1856,152,NA,14,NA,3,NA,3,NA,NA
1857,152,NA,14,NA,3,NA,3,NA,NA
1858,152,NA,14,NA,3,NA,3,NA,NA
1859,152,NA,14,NA,3,NA,3,NA,NA
1860,152,NA,14,NA,3,NA,3,NA,NA
1861,152,NA,14,NA,3,NA,3,NA,NA
1862,152,NA,14,NA,3,NA,3,NA,NA
1863,152,NA,14,NA,3,NA,3,NA,NA
1864,152,NA,14,NA,3,NA,3,NA,NA
1865,152,NA,14,NA,3,NA,3,NA,NA
1866,152,NA,14,NA,3,NA,3,NA,NA
1867,152,NA,14,NA,3,NA,3,NA,NA
1868,152,NA,14,NA,3,NA,3,NA,NA
1869,152,NA,14,NA,3,NA,3,NA,NA
1870,152,NA,14,NA,3,NA,3,NA,NA
1871,152,NA,14,NA,3,NA,3,NA,NA
1872,152,NA,14,NA,3,NA,3,NA,NA
1873,152,NA,14,NA,3,NA,3,NA,NA
1874,152,NA,14,NA,3,NA,3,NA,NA
1875,152,NA,14,NA,3,NA,3,NA,NA
1876,152,NA,14,NA,3,NA,3,NA,NA
1877,152,NA,14,NA,3,NA,3,NA,NA
1878,152,NA,14,NA,3,NA,3,NA,NA
1879,152,NA,14,NA,3,NA,3,NA,NA
1880,152,NA,14,NA,3,NA,3,NA,NA
1881,152,NA,14,NA,3,NA,3,NA,NA
1882,152,NA,14,NA,3,NA,3,NA,NA
1883,152,NA,14,NA,3,NA,3,NA,NA
1884,152,NA,14,NA,3,NA,3,NA,NA
1885,152,NA,14,NA,3,NA,3,NA,NA
1886,152,NA,14,NA,3,NA,3,NA,NA
1887,152,NA,14,NA,3,NA,3,NA,NA
1888,152,NA,14,NA,3,NA,3,NA,NA
1889,152,NA,14,NA,3,NA,3,NA,NA
1890,152,NA,14,NA,3,NA,3,NA,NA
1891,152,NA,14,NA,3,NA,3,NA,NA
1892,152,NA,14,NA,3,NA,3,NA,NA
1893,152,NA,14,NA,3,NA,3,NA,NA
1894,152,NA,14,NA,3,NA,3,NA,NA
1895,152,NA,14,NA,3,NA,3,NA,NA
1896,152,NA,14,NA,3,NA,3,NA,NA
1897,152,NA,14,NA,3,NA,3,NA,NA
1898,152,NA,14,NA,3,NA,3,NA,NA
1899,152,NA,14,NA,3,NA,3,NA,NA
1900,152,NA,14,NA,3,NA,3,NA,NA
1901,152,NA,14,NA,3,NA,3,NA,NA
1902,152,NA,14,NA,3,NA,3,NA,NA
1903,152,NA,14,NA,3,NA,3,NA,NA
1904,152,NA,14,NA,3,NA,3,NA,NA
1905,152,NA,14,NA,3,NA,3,NA,NA
1906,152,NA,14,NA,3,NA,3,NA,NA
1907,152,NA,14,NA,3,NA,3,NA,NA
1908,152,NA,14,NA,3,NA,3,NA,NA
1909,152,NA,14,NA,3,NA,3,NA,NA
1910,152,NA,14,NA,3,NA,3,NA,NA
1911,152,NA,14,NA,3,NA,3,NA,NA
1912,152,NA,14,NA,3,NA,3,NA,NA
1913,152,NA,14,NA,3,NA,3,NA,NA
1914,152,NA,14,NA,3,NA,3,NA,NA
1915,152,NA,14,NA,3,NA,3,NA,NA
1916,152,NA,14,NA,3,NA,3,NA,NA
1917,152,NA,14,NA,3,NA,3,NA,NA
1918,152,NA,14,NA,3,NA,3,NA,NA
1919,152,NA,14,NA,3,NA,3,NA,NA
1920,152,NA,14,NA,3,NA,3,NA,NA
1921,152,NA,14,NA,3,NA,3,NA,NA
1922,152,NA,14,NA,3,NA,3,NA,NA
1923,152,NA,14,NA,3,NA,3,NA,NA
1924,152,NA,26,NA,3,NA,3,NA,NA
1925,152,NA,26,NA,3,NA,3,NA,NA
1926,152,NA,26,NA,3,NA,3,NA,NA
1927,152,NA,26,NA,3,NA,3,NA,NA
1928,152,NA,26,NA,3,NA,3,NA,NA
1929,152,NA,26,NA,3,NA,3,NA,NA
1930,152,NA,26,NA,3,NA,3,NA,NA
1931,152,NA,26,NA,3,NA,3,NA,NA
1932,152,NA,26,NA,3,NA,3,NA,NA
1933,152,NA,26,NA,3,NA,3,NA,NA
1934,152,NA,26,NA,3,NA,3,NA,NA
1935,152,NA,26,NA,3,NA,3,NA,NA
1936,152,NA,26,NA,3,NA,3,NA,NA
1937,152,NA,26,NA,3,NA,3,NA,NA
1938,152,NA,26,NA,3,NA,3,NA,NA
1939,152,NA,26,NA,3,NA,3,NA,NA
1940,152,NA,26,NA,3,NA,3,NA,NA
1941,152,NA,26,NA,3,NA,3,NA,NA
1942,152,NA,26,NA,3,NA,3,NA,NA
1943,152,NA,26,NA,3,NA,3,NA,NA
1944,152,NA,26,NA,3,NA,3,NA,NA
1945,152,NA,40,NA,3,NA,3,NA,NA
1946,152,NA,40,NA,3,NA,3,NA,NA
1947,152,NA,40,NA,3,NA,3,NA,NA
1948,152,NA,40,NA,3,NA,3,NA,NA
1949,152,NA,40,NA,3,NA,3,NA,NA
1950,152,NA,40,NA,3,NA,3,NA,NA
1951,152,NA,40,NA,3,NA,3,NA,NA
1952,152,NA,40,NA,3,NA,3,NA,NA
1953,152,NA,40,NA,3,NA,3,NA,NA
1954,152,NA,40,NA,3,NA,3,NA,NA
1955,152,NA,40,NA,3,NA,3,NA,NA
1956,152,NA,40,NA,3,NA,3,NA,NA
1957,152,NA,40,NA,3,NA,3,NA,NA
1958,152,NA,40,NA,3,NA,3,NA,NA
1959,152,NA,40,NA,3,NA,3,NA,NA
1960,152,NA,40,NA,3,NA,3,NA,NA
1961,152,NA,40,NA,3,NA,3,NA,NA
1962,152,NA,40,NA,3,NA,3,NA,NA
1963,152,NA,40,NA,3,NA,3,NA,NA
1964,152,NA,40,NA,3,NA,3,NA,NA
1965,152,NA,40,NA,3,NA,3,NA,NA
1966,152,NA,40,NA,3,NA,3,NA,NA
1967,152,NA,40,NA,3,NA,3,NA,NA
1968,152,NA,40,NA,3,NA,3,NA,NA
1969,152,NA,40,NA,3,NA,3,NA,NA
1970,152,NA,40,NA,3,NA,3,NA,NA
1971,152,NA,40,NA,3,NA,3,NA,NA
1972,152,NA,40,NA,3,NA,3,NA,NA
1973,152,NA,40,NA,3,NA,3,NA,NA
1974,152,NA,40,NA,3,NA,3,NA,NA
1975,152,NA,40,NA,3,NA,3,NA,NA
1976,152,NA,40,NA,3,NA,3,NA,NA
1977,152,NA,40,NA,3,NA,3,NA,NA
1978,152,NA,40,NA,3,NA,3,NA,NA
1979,152,NA,40,NA,3,NA,3,NA,NA
1980,152,NA,40,NA,3,NA,3,NA,NA
1981,152,NA,40,NA,3,NA,3,NA,NA
1982,152,NA,40,NA,3,NA,3,NA,NA
1983,152,NA,40,NA,3,NA,3,NA,NA
1984,152,NA,40,NA,3,NA,3,NA,NA
1985,152,NA,40,NA,3,NA,3,NA,NA
1986,152,NA,40,NA,3,NA,3,NA,NA
1987,152,NA,40,NA,3,NA,3,NA,NA
1988,152,NA,40,NA,3,NA,3,NA,NA
1989,152,NA,40,NA,3,NA,3,NA,NA
1990,152,NA,40,NA,3,NA,3,NA,NA
1991,152,NA,40,NA,3,NA,3,NA,NA
1992,152,NA,40,NA,3,NA,3,NA,NA
1993,152,NA,40,NA,3,NA,3,NA,NA
1994,152,NA,40,NA,3,NA,3,NA,NA
1995,152,NA,40,NA,3,NA,3,NA,NA
1996,152,NA,40,NA,3,NA,3,NA,NA
1997,152,NA,40,NA,3,NA,3,NA,NA
1998,152,NA,40,NA,3,NA,3,NA,NA
1999,152,NA,40,NA,3,NA,3,NA,NA
2000,152,NA,40,NA,3,NA,3,NA,NA
2001,152,NA,40,NA,3,NA,3,NA,NA
2002,152,NA,40,NA,3,NA,3,NA,NA
2003,152,NA,40,NA,3,NA,3,NA,NA
2004,152,NA,40,NA,3,NA,3,NA,NA
2005,152,NA,40,NA,3,NA,3,NA,NA
2006,152,NA,40,NA,3,NA,3,NA,NA
2007,152,NA,40,NA,3,NA,3,NA,NA
2008,152,NA,40,NA,3,NA,3,NA,NA
2009,152,NA,40,NA,3,NA,3,NA,NA
2010,152,NA,40,NA,3,NA,3,NA,NA
2011,152,NA,40,NA,3,NA,3,NA,NA
2012,152,NA,40,NA,3,NA,3,NA,NA
2013,152,NA,40,NA,3,NA,3,NA,NA
2014,152,NA,40,NA,3,NA,3,NA,NA
2015,152,NA,40,NA,3,NA,3,NA,NA
2016,152,NA,40,NA,3,NA,3,NA,NA
2017,152,NA,40,NA,3,NA,3,NA,NA
2018,152,NA,40,NA,3,NA,3,NA,NA
2019,152,NA,40,NA,3,NA,3,NA,NA
2020,152,NA,40,NA,3,NA,3,NA,NA
2021,152,NA,40,NA,3,NA,3,NA,NA
2022,152,NA,40,NA,3,NA,3,NA,NA
2023,152,NA,40,NA,3,NA,3,NA,NA
2024,152,NA,40,NA,3,NA,3,NA,NA
2025,152,NA,40,NA,3,NA,3,NA,NA
2026,152,NA,40,NA,3,NA,3,NA,NA
2027,152,NA,40,NA,3,NA,3,NA,NA
2028,152,NA,40,NA,3,NA,3,NA,NA
2029,152,NA,40,NA,3,NA,3,NA,NA
2030,152,NA,40,NA,3,NA,3,NA,NA
2031,152,NA,40,NA,3,NA,3,NA,NA
2032,152,NA,40,NA,3,NA,3,NA,NA
2033,152,NA,40,NA,3,NA,3,NA,NA
2034,152,NA,40,NA,3,NA,3,NA,NA
2035,152,NA,40,NA,3,NA,3,NA,NA
2036,152,NA,40,NA,3,NA,3,NA,NA
2037,152,NA,40,NA,3,NA,3,NA,NA
2038,152,NA,40,NA,3,NA,3,NA,NA
2039,152,NA,40,NA,3,NA,3,NA,NA
2040,152,NA,40,NA,3,NA,3,NA,NA
2041,152,NA,40,NA,3,NA,3,NA,NA
2042,152,NA,40,NA,3,NA,3,NA,NA
2043,152,NA,40,NA,3,NA,3,NA,NA
2044,152,NA,40,NA,3,NA,3,NA,NA
2045,152,NA,40,NA,3,NA,3,NA,NA
2046,152,NA,40,NA,3,NA,3,NA,NA
2047,152,NA,40,NA,3,NA,3,NA,NA
2048,152,NA,40,NA,3,NA,3,NA,NA
2049,152,NA,40,NA,3,NA,3,NA,NA
2050,152,NA,40,NA,3,NA,3,NA,NA
2051,152,NA,40,NA,3,NA,3,NA,NA
2052,152,NA,40,NA,3,NA,3,NA,NA
2053,152,NA,40,NA,3,NA,3,NA,NA
2054,152,NA,40,NA,3,NA,3,NA,NA
2055,152,NA,40,NA,3,NA,3,NA,NA
2056,152,NA,40,NA,3,NA,3,NA,NA
2057,152,NA,40,NA,3,NA,3,NA,NA
2058,152,NA,40,NA,3,NA,3,NA,NA
2059,152,NA,40,NA,3,NA,3,NA,NA
2060,152,NA,40,NA,3,NA,3,NA,NA
2061,152,NA,40,NA,3,NA,3,NA,NA
2062,152,NA,40,NA,3,NA,3,NA,NA
2063,152,NA,40,NA,3,NA,3,NA,NA
2064,152,NA,40,NA,3,NA,3,NA,NA
2065,152,NA,40,NA,3,NA,3,NA,NA
2066,152,NA,40,NA,3,NA,3,NA,NA
2067,152,NA,40,NA,3,NA,3,NA,NA
2068,152,NA,40,NA,3,NA,3,NA,NA
2069,152,NA,40,NA,3,NA,3,NA,NA
2070,152,NA,40,NA,3,NA,3,NA,NA
2071,152,NA,40,NA,3,NA,3,NA,NA
2072,152,NA,40,NA,3,NA,3,NA,NA
2073,152,NA,40,NA,3,NA,3,NA,NA
2074,152,NA,40,NA,3,NA,3,NA,NA
2075,152,NA,40,NA,3,NA,3,NA,NA
2076,152,NA,40,NA,3,NA,3,NA,NA
2077,152,NA,40,NA,3,NA,3,NA,NA
2078,152,NA,40,NA,3,NA,3,NA,NA
2079,152,NA,40,NA,3,NA,3,NA,NA
2080,152,NA,40,NA,3,NA,3,NA,NA
2081,152,NA,40,NA,3,NA,3,NA,NA
2082,152,NA,40,NA,3,NA,3,NA,NA
2083,152,NA,40,NA,3,NA,3,NA,NA
2084,152,NA,40,NA,3,NA,3,NA,NA
2085,152,NA,40,NA,3,NA,3,NA,NA
2086,152,NA,40,NA,3,NA,3,NA,NA
2087,152,NA,40,NA,3,NA,3,NA,NA
2088,152,NA,40,NA,3,NA,3,NA,NA
2089,152,NA,40,NA,3,NA,3,NA,NA
2090,152,NA,40,NA,3,NA,3,NA,NA
2091,152,NA,40,NA,3,NA,3,NA,NA
2092,152,NA,40,NA,3,NA,3,NA,NA
2093,152,NA,40,NA,3,NA,3,NA,NA
2094,152,NA,40,NA,3,NA,3,NA,NA
2095,152,NA,40,NA,3,NA,3,NA,NA
2096,152,NA,40,NA,3,NA,3,NA,NA
2097,152,NA,40,NA,3,NA,3,NA,NA
2098,152,NA,40,NA,3,NA,3,NA,NA
2099,152,NA,40,NA,3,NA,3,NA,NA
2100,152,NA,40,NA,3,NA,3,NA,NA
2101,152,NA,40,NA,3,NA,3,NA,NA
2102,152,NA,40,NA,3,NA,3,NA,NA
2103,152,NA,40,NA,3,NA,3,NA,NA
2104,152,NA,40,NA,3,NA,3,NA,NA
2105,152,NA,40,NA,3,NA,3,NA,NA
